Date,Bill Number,Customer ID,Dish Name,Quantity
01-06-2018,20083943792,UnKnown,Tandoori Roti,3
01-06-2018,20083944120,UnKnown,Chicken Tikka Masala,1
01-06-2018,20083944120,UnKnown,Fish Curry,1
01-06-2018,20083944120,UnKnown,Plain Rice,2
01-06-2018,20083945432,UnKnown,Butter Chicken,1
01-06-2018,20083945432,UnKnown,Fish Fry,1
01-06-2018,20083945432,UnKnown,Tandoori Roti Butter,9
01-06-2018,20083945432,UnKnown,water bottle,1
01-06-2018,20083948056,UnKnown,Butter Chicken,1
01-06-2018,20083948056,UnKnown,Chicken Amritsari Tikka,1
01-06-2018,20083948056,UnKnown,Chicken Handi,1
01-06-2018,20083948056,UnKnown,Chicken Malai Tikka,1
01-06-2018,20083948056,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083948056,UnKnown,Tandoori Roti Butter,15
01-06-2018,20083948712,UnKnown,Butter nan,2
01-06-2018,20083948712,UnKnown,Egg Curry,1
01-06-2018,20083948712,UnKnown,Plain Rice,1
01-06-2018,20083949368,UnKnown,Butter nan,3
01-06-2018,20083949368,UnKnown,muttor Mushroom,1
01-06-2018,20083949368,UnKnown,Veg Biryani,1
01-06-2018,20083949368,UnKnown,water bottle,1
01-06-2018,20083949696,UnKnown,Chicken Handi,1
01-06-2018,20083949696,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083949696,UnKnown,Tandoori Roti Butter,8
01-06-2018,20083949696,UnKnown,water bottle,1
01-06-2018,20083950024,UnKnown,Butter Tawa Roti,3
01-06-2018,20083950024,UnKnown,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083950024,UnKnown,Mutton Home Style,1
01-06-2018,20083950024,UnKnown,Tawa Roti,3
01-06-2018,20083950024,UnKnown,water bottle,2
01-06-2018,20083944448,69427966106,Chicken Handi,1
01-06-2018,20083944448,69427966106,Jeera Rice,1
01-06-2018,20083944448,69427966106,muttor Mushroom,1
01-06-2018,20083944448,69427966106,Tandoori Roti,6
01-06-2018,20083938544,306686823939,Mutton Curry,1
01-06-2018,20083939856,256355146873,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083932312,249229152321,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083938216,247993690628,Butter maggi,3
01-06-2018,20083948384,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083948384,UnKnown,Mutton Bati,1
01-06-2018,20083948384,UnKnown,Tandoori Chicken,1
01-06-2018,20083946744,246127156169,Aloo Gobhi,1
01-06-2018,20083946744,246127156169,Dal tadhka,1
01-06-2018,20083946744,246127156169,Tandoori Roti,14
01-06-2018,20083934280,69425463848,Chicken Curry,1
01-06-2018,20083934280,69425463848,Lachchha Paratha,2
01-06-2018,20083947400,69427933649,Mutton Bhuna,1
01-06-2018,20083947400,69427933649,Tandoori Roti Butter,5
01-06-2018,20083931656,249028087096,Chicken Nilgir,1
01-06-2018,20083931656,249028087096,Lachchha Paratha,1
01-06-2018,20083939200,69425465491,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083940512,279309402471,Kadhai Paneer,1
01-06-2018,20083940512,279309402471,Tandoori Roti Butter,4
01-06-2018,20083934608,249229174207,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083940840,245837713199,Chicken Home Style,1
01-06-2018,20083939528,300449762819,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083941824,69419339395,Butter Chicken,1
01-06-2018,20083941824,69419339395,Tandoori Roti,2
01-06-2018,20083946416,69428028602,Chicken Home Style,1
01-06-2018,20083946416,69428028602,Plain Rice,1
01-06-2018,20083946416,69428028602,Tandoori Roti,14
01-06-2018,20083938872,248949292164,Tandoori Chicken Afgani,1
01-06-2018,20083941168,248949292164,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083937888,35326927730,Chicken Garlic Tikka,1
01-06-2018,20083947072,248949288382,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083932640,231587765414,Chicken Chettinad,1
01-06-2018,20083931984,249225356278,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083945760,248943910316,Garlic Nan,2
01-06-2018,20083945760,248943910316,Keema Masala,1
01-06-2018,20083945760,248943910316,Mutton Bati,1
01-06-2018,20083940184,249229207563,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083947728,69438915058,Chole Bathure,1
01-06-2018,20083947728,69438915058,Veg Biryani,1
01-06-2018,20083933296,249229190637,Chole Bathure,3
01-06-2018,20083946088,249224643898,Hyderabadi Chicken Fry Piece Biryani,1
01-06-2018,20083941496,69427931448,Chicken Home Style,1
01-06-2018,20083941496,69427931448,Chicken Nilgir,1
01-06-2018,20083941496,69427931448,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083941496,69427931448,Tandoori Roti Butter,3
01-06-2018,20083942808,249028101790,Chicken Amritsari Tikka,1
01-06-2018,20083942808,249028101790,Omlette,1
01-06-2018,20083936576,245837713261,Tandoori Chicken,1
01-06-2018,20083943464,249028100674,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083935264,248949293714,Butter nan,1
01-06-2018,20083935264,248949293714,Chicken Home Style,1
01-06-2018,20083935264,248949293714,Lachchha Paratha,3
01-06-2018,20083935264,248949293714,Tandoori Roti Butter,2
01-06-2018,20083935920,297461909752,Chicken Curry,1
01-06-2018,20083935920,297461909752,Veg Noodles,1
01-06-2018,20083945104,304606418279,Chicken Curry,1
01-06-2018,20083945104,304606418279,Tawa Roti,6
01-06-2018,20083931000,38271357206,Hyderabadi Mutton Dum Biryani,1
01-06-2018,20083931000,38271357206,Mutton Bhuna,1
01-06-2018,20083931000,38271357206,Tandoori Roti,5
01-06-2018,20083935592,38271357206,Mutton Curry,1
01-06-2018,20083949040,69427866224,Chicken Afghani Tikka,1
01-06-2018,20083949040,69427866224,Chicken Tikka Masala,1
01-06-2018,20083949040,69427866224,Lachchha Paratha,5
01-06-2018,20083936904,UnKnown,Chicken Palak,1
01-06-2018,20083936904,UnKnown,Lachchha Paratha,2
01-06-2018,20083944776,UnKnown,Butter Chicken,1
01-06-2018,20083944776,UnKnown,Dhaniya Chicken,1
01-06-2018,20083944776,UnKnown,Plain Rice,1
01-06-2018,20083937560,307549806093,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083950352,UnKnown,Masala Cheese,1
02-06-2018,20083950352,UnKnown,Veg Hot n Sour,1
02-06-2018,20083951992,UnKnown,Cold Drink,2
02-06-2018,20083951992,UnKnown,water bottle,4
02-06-2018,20083953304,UnKnown,chole rice,1
02-06-2018,20083953304,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083953632,UnKnown,Chicken Handi,1
02-06-2018,20083953632,UnKnown,Cold Drink,1
02-06-2018,20083953632,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083953632,UnKnown,Tawa Roti,8
02-06-2018,20083953632,UnKnown,water bottle,1
02-06-2018,20083954288,UnKnown,Cold Drink s,1
02-06-2018,20083954288,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083954616,UnKnown,Masala Cheese Maggi,1
02-06-2018,20083954944,UnKnown,Butter Chicken,1
02-06-2018,20083954944,UnKnown,Egg Curry,1
02-06-2018,20083954944,UnKnown,Tandoori Roti Butter,6
02-06-2018,20083955600,UnKnown,Tea,5
02-06-2018,20083955928,UnKnown,Tea,4
02-06-2018,20083956256,UnKnown,Butter Chicken,1
02-06-2018,20083956256,UnKnown,Garlic Nan,2
02-06-2018,20083956256,UnKnown,Jeera Rice,1
02-06-2018,20083956256,UnKnown,water bottle,1
02-06-2018,20083956584,UnKnown,Cold Drink,1
02-06-2018,20083957568,UnKnown,Masala Cheese Maggi,1
02-06-2018,20083957896,UnKnown,water bottle,1
02-06-2018,20083959536,UnKnown,Veg pulav,1
02-06-2018,20083963144,UnKnown,Butter Chicken,1
02-06-2018,20083963144,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083963144,UnKnown,Tandoori Roti,4
02-06-2018,20083963472,UnKnown,Chicken Tikka,1
02-06-2018,20083963472,UnKnown,Chicken Tikka Masala,1
02-06-2018,20083963472,UnKnown,Cold Drink,2
02-06-2018,20083963472,UnKnown,Tawa Roti,15
02-06-2018,20083964456,UnKnown,Chicken Malai Tikka,1
02-06-2018,20083964456,UnKnown,Cold Coffee,1
02-06-2018,20083964456,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083964784,UnKnown,Veg pulav,1
02-06-2018,20083967408,UnKnown,Butter nan,2
02-06-2018,20083967408,UnKnown,Dal Fry,1
02-06-2018,20083967408,UnKnown,Hyderabadi Keema Biryani,1
02-06-2018,20083967408,UnKnown,Tandoori Roti,3
02-06-2018,20083970032,UnKnown,Chicken Home Style,1
02-06-2018,20083970032,UnKnown,Chicken Malai Tikka,1
02-06-2018,20083970032,UnKnown,Tandoori Chicken,1
02-06-2018,20083970032,UnKnown,Tandoori Roti Butter,4
02-06-2018,20083970360,UnKnown,Chicken Curry,1
02-06-2018,20083970360,UnKnown,Cold Drink,1
02-06-2018,20083970360,UnKnown,Cold Drink s,1
02-06-2018,20083970360,UnKnown,Fish Tikka,1
02-06-2018,20083970360,UnKnown,Jeera Rice,1
02-06-2018,20083970360,UnKnown,Mutton Rogan Josh,1
02-06-2018,20083970360,UnKnown,Tandoori Roti,6
02-06-2018,20083970360,UnKnown,water bottle,2
02-06-2018,20083970688,UnKnown,Cold Drink,1
02-06-2018,20083970688,UnKnown,Cold Drink s,1
02-06-2018,20083970688,UnKnown,Dal Fry,1
02-06-2018,20083970688,UnKnown,Mutton Bati,1
02-06-2018,20083970688,UnKnown,Paneer Butter Masala,1
02-06-2018,20083970688,UnKnown,Tandoori Roti Butter,13
02-06-2018,20083951008,249229172750,Butter Chicken,1
02-06-2018,20083951336,35326922832,Butter nan,2
02-06-2018,20083951336,35326922832,Dhaniya Chicken,1
02-06-2018,20083950680,249025404697,Chicken Home Style,1
02-06-2018,20083950680,249025404697,Tandoori Roti,4
02-06-2018,20083960848,69419591332,Egg Biryani,1
02-06-2018,20083960848,69419591332,Kadhai Paneer,1
02-06-2018,20083960848,69419591332,Tandoori Roti Butter,4
02-06-2018,20083961504,69428031144,Chicken Curry,1
02-06-2018,20083961504,69428031144,Tandoori Roti,8
02-06-2018,20083952320,69427866751,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083965440,249224693405,Butter nan,3
02-06-2018,20083965440,249224693405,Chicken Home Style,1
02-06-2018,20083965440,249224693405,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083961176,249225351256,Butter nan,1
02-06-2018,20083961176,249225351256,Chilly Paneer,1
02-06-2018,20083961176,249225351256,Garlic Nan,1
02-06-2018,20083958552,248943908611,Butter nan,2
02-06-2018,20083958552,248943908611,Dal Makhani,1
02-06-2018,20083951664,249229185119,Chole Bathure,1
02-06-2018,20083951664,249229185119,rajma rice,1
02-06-2018,20083956912,248943904240,Chole Bathure,1
02-06-2018,20083956912,248943904240,Onion salad,1
02-06-2018,20083962816,194108736708,Chicken Curry,1
02-06-2018,20083962816,194108736708,Egg Curry,1
02-06-2018,20083962816,194108736708,Plain Rice,1
02-06-2018,20083962816,194108736708,Tandoori Roti Butter,7
02-06-2018,20083960520,245837713199,Chicken Garlic Tikka,1
02-06-2018,20083960520,245837713199,Tandoori Chicken,1
02-06-2018,20083952976,246127156386,Egg Curry,1
02-06-2018,20083952976,246127156386,Paneer Paratha,1
02-06-2018,20083952976,246127156386,Tandoori Roti Butter,3
02-06-2018,20083966096,69428138404,Chicken Amritsari Tikka,1
02-06-2018,20083966096,69428138404,Chicken Kolhapuri,1
02-06-2018,20083955272,248949286305,Jeera Rice,1
02-06-2018,20083955272,248949286305,Mutton Rogan Josh,1
02-06-2018,20083963800,304618623413,Chicken Amritsari Tikka,1
02-06-2018,20083963800,304618623413,Chicken Tikka,1
02-06-2018,20083963800,304618623413,Fish Tikka,1
02-06-2018,20083959864,103512029998,Chicken Pahadi Tikka,1
02-06-2018,20083959864,103512029998,Tandoori Roti Butter,2
02-06-2018,20083966424,249225360897,Chicken Kolhapuri,1
02-06-2018,20083966424,249225360897,Tandoori Roti Butter,3
02-06-2018,20083965112,282447111057,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083960192,249229172781,Butter Chicken,1
02-06-2018,20083960192,249229172781,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083960192,249229172781,Tandoori Roti,3
02-06-2018,20083958224,249229169991,Mutton Rogan Josh,4
02-06-2018,20083957240,249229166364,Chicken Garlic Tikka,1
02-06-2018,20083957240,249229166364,Omlette,1
02-06-2018,20083964128,302408281315,Cold Drink,1
02-06-2018,20083964128,302408281315,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083964128,302408281315,water bottle,2
02-06-2018,20083953960,249225350357,Chicken Curry,1
02-06-2018,20083953960,249225350357,Chicken Seekh Kebab,1
02-06-2018,20083953960,249225350357,Plain nan,3
02-06-2018,20083967080,249023909133,Garlic Nan,2
02-06-2018,20083967080,249023909133,Tandoori Garlic Chicken,1
02-06-2018,20083962488,249028086166,Chicken Curry,1
02-06-2018,20083962160,248949283980,Chicken Palak,1
02-06-2018,20083962160,248949283980,Lachchha Paratha,2
02-06-2018,20083952648,38271357206,Masala Cheese Maggi,1
02-06-2018,20083952648,38271357206,Masala Maggi,1
02-06-2018,20083965768,38271357206,Fish Tikka,1
02-06-2018,20083965768,38271357206,Mutton Seekh Kebab,1
02-06-2018,20083968064,38271357206,Chicken Curry,1
02-06-2018,20083968064,38271357206,Tandoori Roti,4
02-06-2018,20083968392,38271357206,Hyderabadi Chicken Tikka Biryani,1
02-06-2018,20083968392,38271357206,Veg Biryani,1
02-06-2018,20083968720,38271357206,Chicken Curry,1
02-06-2018,20083969048,38271357206,Butter Tawa Roti,6
02-06-2018,20083969048,38271357206,Dal tadhka,1
02-06-2018,20083969376,38271357206,Butter Chicken,1
02-06-2018,20083969376,38271357206,Paneer Punjabi,1
02-06-2018,20083969376,38271357206,Tandoori Roti,2
02-06-2018,20083969376,38271357206,Tandoori Roti Butter,3
02-06-2018,20083967736,UnKnown,Butter Khichdhi,1
02-06-2018,20083969704,UnKnown,Dal Makhani,1
02-06-2018,20083969704,UnKnown,Mutton Curry,1
02-06-2018,20083969704,UnKnown,Plain Rice,1
02-06-2018,20083969704,UnKnown,Tandoori Roti Butter,6
02-06-2018,20083966752,249229199689,Chicken Curry,1
02-06-2018,20083966752,249229199689,Tandoori Roti Butter,7
02-06-2018,20083961832,283082170113,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083958880,248949302022,Hyderabadi Chicken Fry Piece Biryani,1
02-06-2018,20083959208,304614580827,Fish Tikka,1
02-06-2018,20083959208,304614580827,Kaju chicken,1
03-06-2018,20083971344,UnKnown,cheese Chutney,3
03-06-2018,20083971344,UnKnown,Cold Drink,2
03-06-2018,20083971344,UnKnown,Cold Drink s,6
03-06-2018,20083971344,UnKnown,water bottle,3
03-06-2018,20083971672,UnKnown,Butter Chicken,1
03-06-2018,20083971672,UnKnown,Butter nan,4
03-06-2018,20083971672,UnKnown,Chicken Kolhapuri,1
03-06-2018,20083971672,UnKnown,Egg Biryani,1
03-06-2018,20083971672,UnKnown,Fry Papad,2
03-06-2018,20083971672,UnKnown,water bottle,2
03-06-2018,20083973312,UnKnown,Fish Fry,1
03-06-2018,20083973312,UnKnown,Mutton Bhuna,1
03-06-2018,20083973312,UnKnown,Plain Rice,1
03-06-2018,20083973312,UnKnown,Tandoori Roti Butter,2
03-06-2018,20083973968,UnKnown,Butter Tawa Roti,4
03-06-2018,20083973968,UnKnown,Chicken Home Style,1
03-06-2018,20083973968,UnKnown,Chicken Lollypop (6 pc),1
03-06-2018,20083973968,UnKnown,Cold Drink s,1
03-06-2018,20083973968,UnKnown,Fish Tikka,1
03-06-2018,20083973968,UnKnown,Tandoori Roti Butter,3
03-06-2018,20083979216,UnKnown,Cold Drink s,1
03-06-2018,20083979216,UnKnown,Fish Tikka,1
03-06-2018,20083979216,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083979872,UnKnown,Chicken Handi,1
03-06-2018,20083979872,UnKnown,Egg Curry,1
03-06-2018,20083979872,UnKnown,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083979872,UnKnown,Tandoori Roti,1
03-06-2018,20083979872,UnKnown,Tandoori Roti Butter,3
03-06-2018,20083984136,UnKnown,Chicken Fry,1
03-06-2018,20083985120,UnKnown,Dal Makhani,1
03-06-2018,20083986104,UnKnown,Egg Curry,1
03-06-2018,20083986104,UnKnown,Tandoori Roti,4
03-06-2018,20083986432,UnKnown,Kadhai Paneer,1
03-06-2018,20083986432,UnKnown,Tandoori Roti,2
03-06-2018,20083986432,UnKnown,Tawa Roti,2
03-06-2018,20083986760,UnKnown,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083987088,UnKnown,Butter Tawa Roti,5
03-06-2018,20083987088,UnKnown,Fish Curry,1
03-06-2018,20083987416,UnKnown,Hyderabadi Chicken Tikka Biryani,1
03-06-2018,20083987744,UnKnown,Chicken Tikka Masala,1
03-06-2018,20083987744,UnKnown,Tandoori Roti,3
03-06-2018,20083987744,UnKnown,Tandoori Roti Butter,6
03-06-2018,20083988728,UnKnown,Chicken Handi,1
03-06-2018,20083988728,UnKnown,Garlic Nan,1
03-06-2018,20083988728,UnKnown,Rumali Roti,1
03-06-2018,20083988728,UnKnown,Tandoori Chicken Kali Mirch,1
03-06-2018,20083991024,UnKnown,Chicken Afghani Tikka,1
03-06-2018,20083991024,UnKnown,Chilly Paneer,1
03-06-2018,20083991680,UnKnown,Kadhai Paneer,1
03-06-2018,20083991680,UnKnown,Plain Rice,1
03-06-2018,20083991680,UnKnown,Tandoori Roti,2
03-06-2018,20083991680,UnKnown,Tawa Roti,3
03-06-2018,20083992336,UnKnown,Chicken Seekh Kebab,1
03-06-2018,20083992336,UnKnown,Cold Drink,1
03-06-2018,20083992336,UnKnown,Mutton Seekh Kebab,1
03-06-2018,20083992336,UnKnown,water bottle,1
03-06-2018,20083992664,UnKnown,Chicken Handi,1
03-06-2018,20083992664,UnKnown,Plain Rice,1
03-06-2018,20083992664,UnKnown,Tandoori Chicken Kali Mirch,1
03-06-2018,20083992664,UnKnown,Tandoori Roti,2
03-06-2018,20083992664,UnKnown,Tandoori Roti Butter,2
03-06-2018,20083992664,UnKnown,water bottle,1
03-06-2018,20083993320,UnKnown,Cold Drink s,1
03-06-2018,20083993320,UnKnown,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083993320,UnKnown,Mutton Rogan Josh,1
03-06-2018,20083993320,UnKnown,Plain Rice,2
03-06-2018,20083993320,UnKnown,water bottle,1
03-06-2018,20083993648,UnKnown,Cold Drink s,1
03-06-2018,20083993648,UnKnown,Mutton Bati,1
03-06-2018,20083994304,UnKnown,Cold Drink s,1
03-06-2018,20083994304,UnKnown,Egg Curry,1
03-06-2018,20083994304,UnKnown,Jeera Rice,1
03-06-2018,20083994304,UnKnown,Tandoori Roti Butter,4
03-06-2018,20083994960,UnKnown,Chicken Leg Malai 2pc,1
03-06-2018,20083995616,UnKnown,Cold Drink,2
03-06-2018,20083995944,UnKnown,Cold Drink,1
03-06-2018,20083996600,UnKnown,Chicken Home Style,2
03-06-2018,20083996600,UnKnown,Plain Rice,2
03-06-2018,20083996600,UnKnown,Tandoori Roti,4
03-06-2018,20083996600,UnKnown,Tandoori Roti Butter,9
03-06-2018,20083989712,69419473253,Butter Chicken,1
03-06-2018,20083989712,69419473253,Chole Bathure,1
03-06-2018,20083989712,69419473253,Tandoori Roti,6
03-06-2018,20083972984,69425466328,Chicken Malai Tikka,1
03-06-2018,20083992008,248943908270,Aloo Paratha,1
03-06-2018,20083992008,248943908270,Gobhi Paratha,1
03-06-2018,20083992008,248943908270,Paneer Paratha,1
03-06-2018,20083972328,35326910742,Chicken Kolhapuri,1
03-06-2018,20083972328,35326910742,Tandoori Roti Butter,4
03-06-2018,20083974296,69248664555,Kadhai Chicken,1
03-06-2018,20083974296,69248664555,Tandoori Roti Butter,2
03-06-2018,20083980528,275019666212,Rayalaseema Kodi Kura,1
03-06-2018,20083982496,246127160137,Chilly Paneer,1
03-06-2018,20083982496,246127160137,Chole Bathure,1
03-06-2018,20083982496,246127160137,Mutton Bati,1
03-06-2018,20083988072,35326917283,Chicken Nilgir,1
03-06-2018,20083988072,35326917283,Chicken Tikka Masala,1
03-06-2018,20083988072,35326917283,Paneer Tikka,1
03-06-2018,20083988072,35326917283,Tandoori Roti,6
03-06-2018,20083981512,299660632833,Chicken Curry,1
03-06-2018,20083981512,299660632833,Dal tadhka,1
03-06-2018,20083981512,299660632833,Egg Biryani,1
03-06-2018,20083976920,249025416942,Veg Biryani,1
03-06-2018,20083977248,35326917810,Chicken Curry,1
03-06-2018,20083984792,69438914841,Butter nan,1
03-06-2018,20083984792,69438914841,Chicken Leg Afgani 2 pc,1
03-06-2018,20083978560,249028088708,Keema Masala,1
03-06-2018,20083978560,249028088708,Tandoori Roti,4
03-06-2018,20083977904,35326998906,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083985448,219770249183,Mutton Bhuna,1
03-06-2018,20083985448,219770249183,Mutton Curry,1
03-06-2018,20083980856,309783962825,Chicken Roll,1
03-06-2018,20083980856,309783962825,Chicken Tikka,1
03-06-2018,20083980856,309783962825,Tadka Khichdi,1
03-06-2018,20083984464,UnKnown,Egg Biryani,1
03-06-2018,20083984464,UnKnown,Paneer Tikka,1
03-06-2018,20083978232,35327003432,Chicken Roll,1
03-06-2018,20083978232,35327003432,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083978232,35327003432,Paneer Paratha,1
03-06-2018,20083977576,69427738659,Chole Kulche Amritsari,1
03-06-2018,20083977576,69427738659,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083993976,248949299759,Egg Biryani,1
03-06-2018,20083993976,248949299759,Keema Masala,1
03-06-2018,20083993976,248949299759,Plain Rice,1
03-06-2018,20083993976,248949299759,Tandoori Roti Butter,10
03-06-2018,20083996272,251380891616,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083996272,251380891616,Kadhai Chicken,1
03-06-2018,20083996272,251380891616,Lachchha Paratha,5
03-06-2018,20083973640,247974745009,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083988400,69427922241,Butter Chicken,1
03-06-2018,20083988400,69427922241,Lachchha Paratha,2
03-06-2018,20083988400,69427922241,Tandoori Roti,1
03-06-2018,20083985776,69427965765,Chicken Home Style,1
03-06-2018,20083985776,69427965765,Tandoori Roti,2
03-06-2018,20083974952,249225365981,Butter Chicken,1
03-06-2018,20083974952,249225365981,Plain Rice,1
03-06-2018,20083980200,246127143459,Butter Chicken,1
03-06-2018,20083980200,246127143459,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083980200,246127143459,Plain nan,2
03-06-2018,20083989056,275587005892,Chilly Paneer,1
03-06-2018,20083989056,275587005892,Tandoori Chicken Afgani,1
03-06-2018,20083982168,69428030214,Butter Chicken,1
03-06-2018,20083982168,69428030214,Mutter Paneer,1
03-06-2018,20083982168,69428030214,Plain nan,2
03-06-2018,20083975608,249028086755,Chicken Chettinad,1
03-06-2018,20083974624,301109882616,Butter Chicken,1
03-06-2018,20083989384,249229160443,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083975280,69428028323,Chicken Curry,1
03-06-2018,20083975280,69428028323,Tandoori Roti Butter,4
03-06-2018,20083981840,248949285344,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083982824,69427738163,Dal Fry,1
03-06-2018,20083982824,69427738163,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083983152,69419473036,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083991352,35326926924,Hyderabadi Mutton Dum Biryani,1
03-06-2018,20083995288,302408281315,Cold Drink,1
03-06-2018,20083995288,302408281315,Fish Curry,1
03-06-2018,20083995288,302408281315,Plain Rice,1
03-06-2018,20083995288,302408281315,water bottle,2
03-06-2018,20083976264,248949297434,Hyderabadi Chicken Fry Piece Biryani,1
03-06-2018,20083990368,300258306974,Mutton Bati,1
03-06-2018,20083983808,217025444734,Chicken Roast,1
03-06-2018,20083983808,217025444734,Lachchha Paratha,2
03-06-2018,20083971016,69430398986,Hyderabadi Mutton Dum Biryani,2
03-06-2018,20083979544,38271357206,Fish Tikka,1
03-06-2018,20083972656,249229192187,Chicken Kolhapuri,1
03-06-2018,20083972656,249229192187,Dal Fry,1
03-06-2018,20083972656,249229192187,Plain Rice,1
03-06-2018,20083972656,249229192187,Tandoori Roti Butter,3
03-06-2018,20083976592,UnKnown,Butter Tawa Roti,3
03-06-2018,20083976592,UnKnown,Mutton Rogan Josh,1
03-06-2018,20083983480,UnKnown,Kadhai Chicken,1
03-06-2018,20083983480,UnKnown,Tandoori Chicken,1
03-06-2018,20083992992,UnKnown,Butter Chicken,1
03-06-2018,20083992992,UnKnown,Jeera Rice,1
03-06-2018,20083992992,UnKnown,Tandoori Roti Butter,10
03-06-2018,20083981184,271880183341,Butter Chicken,2
03-06-2018,20083990040,69419734521,Cheese Garlic Paratha,1
03-06-2018,20083990040,69419734521,Chicken Leg Afgani 2 pc,1
03-06-2018,20083990040,69419734521,Paneer Pahadi Tikka,1
03-06-2018,20083990040,69419734521,Paneer Pudina Tikka,1
03-06-2018,20083975936,249224692661,Butter nan,1
03-06-2018,20083975936,249224692661,Chicken Curry,1
03-06-2018,20083975936,249224692661,Tandoori Roti Butter,4
03-06-2018,20083994632,249229210043,Paneer Butter Masala,1
